id;edad;sexo;municipio;trabajo_actual;educación;tipo_universidad;tipo_dispositivo_rrss;top1_rrss;top2_rrss;top3_rrss;top4_rrss;top5_rrss;internet_fijo;calidad_internet_fijo;fallas_servicio;internet_fijo_positivo;internet_fijo_negativo;fallo_internet_reestablecimiento;tipo_empresa_internet_fijo;cambio_proveedor_reciente;medida_secundaria_fallo_internet_fijo;pago_internet_dolares;acceso_celular_rrss;calidad_navegacion_movil;navegacion_movil_positivo;navegacion_movil_negativo;fac1_ars;fac2_ars;fac3_ars;area_interperso;area_personal_corporal;fac1_bsq;fac2_bsq;fac3_bsq
245;22;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Instagram;Whatsapp;Twitter;TikTok;Facebook;Sí;Regular hacia buena;Casi nunca;La navegación es rápida;El servicio es muy caro;El mismo día;Privada;No;Internet satelital;Sí;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;Nunca tiene señal;-0,686697162;0,578876239;-0,608587679;1,726430435;-0,205693043;-0,140151498;-0,336604927;-0,806501882
246;18;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular, Computadora Fija, Laptop (Portátil);Whatsapp;Twitter;Instagram;Facebook;TikTok;Sí;Regular hacia buena;Casi nunca;El servicio es barato;Hago reclamos y nunca solucionan mis problemas;El mismo día;Pública;No;Wifi público;No;Sí;Ha mejorado;Siempre tengo señal y datos;Los megas siempre se me acaban;-0,270769685;0,415638469;0,438055227;-1,100525328;0,355830464;0,118198293;-0,475966392;-0,368737239
247;19;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Instagram;Whatsapp;Facebook;Twitter;TikTok;Sí;Buena;Casi nunca;La navegación es rápida;Otro;El mismo día;Privada;Sí;Internet satelital;Sí;Sí;Se ha mantenido igual;Otro;Nunca tiene señal;-1,67815343;-0,221205347;1,315343174;-0,348880961;-1,202247062;-0,551105135;-0,273489913;-0,957093748
248;23;Femenino;Municipio Libertador;Sí;Bachiller;Privada;Celular;Whatsapp;Instagram;Facebook;TikTok;Twitter;Sí;Regular hacia mala;Todos los días;El servicio es barato;La señal se cae constantemente;Entre 2 y 4 días;Pública;No;Con datos móviles;No;Sí;Ha mejorado;No lo considero positivo por ninguna de las razones anteriores;Nunca tiene señal;-1,874462541;0,716646388;0,812459182;-0,614542527;-1,065887848;1,041048613;-0,498484132;-1,067902967
249;25;Femenino;Municipio Libertador;No;Licenciado;Privada;Celular;Instagram;Whatsapp;TikTok;TikTok;Instagram;Sí;Regular hacia buena;Todos los días;Siempre tengo internet;Otro;El mismo día;Pública;No;Con datos móviles;No;Sí;Ha mejorado;Navego sin problemas;No lo considero negativo por ninguna de las opciones anteriores;0,21661655;0,99668539;0,843531093;-0,660357712;0,105782128;-0,918109283;-0,106612864;0,222345219
250;24;Femenino;Municipio Chacao;Sí;Bachiller;Pública;Celular;Instagram;Facebook;TikTok;Twitter;Twitter;Sí;Regular hacia mala;Todos los días;La navegación es rápida;La señal se cae constantemente;El mismo día;Pública;No;Con datos móviles;No;Sí;Ha mejorado;Siempre tengo señal y datos;Los megas son muy caros;-0,588250283;-0,332688088;0,263519761;0,353202204;1,201571275;-1,377421862;-0,357254813;0,717169406
251;20;Femenino;Municipio Libertador;No;Bachiller;Pública;Celular;Facebook;Whatsapp;Instagram;Twitter;TikTok;Sí;Regular hacia buena;Casi nunca;El servicio es barato;La señal se cae constantemente;Entre 1 y 2 días;Privada;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas son muy caros;0,993461405;0,42804712;1,003121495;0,249287737;-0,405299024;2,251654072;0,246830728;-0,052851548
252;24;Masculino;Municipio Sucre;Sí;Bachiller;Privada;Celular;Facebook;Instagram;Twitter;TikTok;Whatsapp;Sí;Regular hacia mala;Todos los días;Siempre tengo internet;La navegación es muy lenta;El mismo día;Pública;Sí;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas son muy caros;-0,327232035;0,966746002;0,68044154;-0,970525968;-2,224868275;-0,491155153;-0,791220128;0,762490568
253;23;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Instagram;Whatsapp;TikTok;Facebook;Twitter;Sí;Buena;Casi nunca;La navegación es rápida;El servicio es muy caro;El mismo día;Privada;Sí;Con datos móviles;Sí;Sí;Ha mejorado;No lo considero positivo por ninguna de las razones anteriores;Los megas siempre se me acaban;-0,09308354;0,172503225;0,555117557;-0,631653012;-0,102261968;-0,534347628;0,047824285;-0,450701518
254;25;Femenino;Municipio Libertador;Sí;Técnico Superior Universitario (TSU);Pública;Celular;Instagram;Whatsapp;Facebook;TikTok;Twitter;Sí;Regular hacia buena;Todos los días;El servicio es barato;Hago reclamos y nunca solucionan mis problemas;El mismo día;Privada;No;Voy a un cyber;Sí;Sí;Ha mejorado;Siempre tengo señal y datos;Navega muy lento;1,078660194;-0,707135169;-1,087165651;-0,592208473;-0,630407345;-1,194669636;0,603132434;-0,6336163
255;21;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular, Laptop (Portátil);Instagram;Whatsapp;Facebook;Twitter;TikTok;Sí;Regular hacia mala;Casi nunca;El servicio es barato;La señal se cae constantemente;El mismo día;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas son muy caros;-0,737471852;-0,612342513;0,90354804;1,160743555;-0,064841962;-1,350922327;0,113848149;-0,794355857
256;19;Masculino;Municipio Sucre;No;Bachiller;Privada;Celular;Instagram;Whatsapp;Twitter;Facebook;TikTok;Sí;Buena;Casi nunca;Nunca se me cae el internet;Otro;Entre 1 y 2 días;Pública;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;0,500396391;-0,036295349;1,75836928;1,21967996;-0,195404058;-0,538000852;-0,632344148;-0,090020996
257;20;Masculino;Municipio El Hatillo;No;Bachiller;Privada;Tablet, Laptop (Portátil);Whatsapp;Instagram;Twitter;TikTok;Facebook;Sí;Mala;Todos los días;Otro;La señal se cae constantemente;El mismo día;Privada;No;Con datos móviles;No;Sí;Ha empeorado;No lo considero positivo por ninguna de las razones anteriores;Nunca tiene señal;-0,598039237;1,123536174;0,400998716;0,937579967;-1,630189646;-1,621344353;-0,185479315;0,548352764
258;21;Femenino;Municipio Sucre;No;Bachiller;Privada;Celular;Whatsapp;Instagram;Twitter;TikTok;Facebook;No;;;;;;;;;;;;;;-1,222154105;-0,982066381;0,170306334;1,70685972;-1,692945552;-1,061506188;0,194357503;-1,121650594
259;24;Femenino;Municipio Libertador;Sí;Licenciado;Privada;Celular, Laptop (Portátil);Whatsapp;Instagram;Facebook;TikTok;Twitter;Sí;Buena;Casi nunca;La navegación es rápida;Hago reclamos y nunca solucionan mis problemas;Entre 4 días y 1 semana;Pública;No;Con datos móviles;No;Sí;Ha empeorado;Los datos nunca se me acaban;Nunca tiene señal;1,079133043;0,361887984;-0,240311235;0,652200219;0,729259437;-0,798938361;-0,540030881;0,762525471
260;21;Masculino;Municipio Libertador;No;Bachiller;Privada;Celular;Whatsapp;Instagram;Twitter;Facebook;TikTok;Sí;Regular hacia buena;Casi nunca;Siempre tengo internet;La navegación es muy lenta;Entre 2 y 4 días;Pública;No;Me movilizo a casa de un conocido para usar su internet;No;Sí;Se ha mantenido igual;No lo considero positivo por ninguna de las razones anteriores;No lo considero negativo por ninguna de las opciones anteriores;2,185946785;0,385378617;0,659108522;0,440677484;-2,112434758;-0,580233566;-0,163856505;-0,218032002
261;20;Femenino;Municipio Libertador;No;Bachiller;Privada;Celular;Instagram;Instagram;Facebook;TikTok;Twitter;Sí;Buena;Casi nunca;Siempre tengo internet;La navegación es muy lenta;El mismo día;Privada;No;Con datos móviles;No;Sí;Se ha mantenido igual;Navego sin problemas;Los megas siempre se me acaban;1,291781599;0,480801332;1,101565626;0,119047814;1,418827162;-1,121025198;-0,167143563;-0,528137023
